APPLICANT_ID,ESCOLARIDAD,SUCURSAL,TIPO_NEGOCIO,TIEMPO_OP_NEGOCIO,COMPRAS,INGRESO_MENSUAL_NEGOCIO,VENTAS,NOMBREOTORGANTE,FOLIO,IMPORTECREDITO,FECHACONSULTA,SCORE_FICO
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,SIC,1346641457,0,2023-11-21,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,BANCOS,1346641457,0,2023-11-16,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,BANCOS,1346641457,0,2023-11-15,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,SIC,1346641457,0,2023-09-22,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,BANCOS,1346641457,0,2023-09-06,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,BANCOS,1346641457,0,2023-08-31,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,BANCOS,1346641457,0,2023-07-31,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,VOLANA,1346641457,1000,2023-07-21,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,FINANCIERA,1346641457,0,2023-12-16,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,BANCO,1346641457,0,2023-11-21,419
159068,BACHILLERATO,GRUPO_4,VENTAS,97,6000.0,80000.0,20000,SERVS. GRALES.,1346641457,0,2023-09-22,419
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,VOLANA,1198559155,1000,2023-07-21,438
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,BANCOS,1198559155,0,2023-06-14,438
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,VOLANA,1346642371,1000,2024-02-23,499
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,BANCOS,1346642371,0,2023-11-15,499
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,BANCOS,1346642371,0,2023-10-09,499
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,BANCOS,1346642371,0,2023-07-31,499
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,VOLANA,1346642371,1000,2023-07-21,499
159069,SECUNDARIA,GRUPO_4,VENTA_DE_ALIMENTOS,121,2000.0,30000.0,7500,BANCOS,1346642371,0,2023-06-14,499
160010,SECUNDARIA,GRUPO_2,OFICIOS,132,800.0,10400.0,3200,VOLANA,1205206268,1000,2023-07-31,556
160010,SECUNDARIA,GRUPO_2,OFICIOS,132,800.0,10400.0,3200,VOLANA,1272467052,1000,2023-11-04,556
160010,SECUNDARIA,GRUPO_2,OFICIOS,132,800.0,10400.0,3200,BANCOS,1272467052,0,2023-09-21,556
160010,SECUNDARIA,GRUPO_2,OFICIOS,132,800.0,10400.0,3200,MICROFINANCIERA,1272467052,26000,2023-08-17,556
160010,SECUNDARIA,GRUPO_2,OFICIOS,132,800.0,10400.0,3200,VOLANA,1272467052,1000,2023-07-31,556
160011,SECUNDARIA,GRUPO_2,VENTAS,61,700.0,14196.0,3000,VOLANA,1205210748,1000,2023-07-31,665
160011,SECUNDARIA,GRUPO_2,VENTAS,61,700.0,14196.0,3000,BANCO,1205210748,0,2023-05-31,665
