id_distribuidor,importe_depositado,marginal
45685,68132.0,21215.42837686104
45686,22099.0,22099.0
45700,59212.0,20301.741538461538
45740,1034270.0,209176.0589161435
45787,195441.55,31276.26076923075
45944,40586.0,28113.49846153846
46187,131879.0,3967.4338461538428
46541,1500.0,1500.0
46684,390432.08,125980.77117986127
46889,82229.0,28579.486153846156
47048,6000.0,6000.0
47306,6056.0,6056.0
47435,8481.0,8481.0
48263,800.0,800.0
48300,354147.0,130521.70662053069
48370,149422.0,104722.79230769232
48764,46081.0,46081.0
48884,1263.0,1263.0
49058,82055.0,25950.64615384616
49114,157398.0,56666.31076923078
49149,41374.0,41374.0
49162,117725.0,16273.647692307684
49173,11874.0,11874.0
49194,143918.0,69848.64615384616
49282,9647.0,9647.0
49302,86092.0,31574.1292912531
49352,284583.83,90852.28485813824
49441,5631.0,5631.0
49856,1016159.0,272186.7881743449
49885,25648.0,14787.590769230768
50031,234694.0,90288.25230769231
50065,46507.0,15300.423240384614
50224,560.0,560.0
50235,2023.0,2023.0
50252,11190.0,11190.0
50609,2360.0,2360.0
51256,82640.0,22658.133676700112
51401,149116.0,21435.089230769227
51504,18560.0,18560.0
51510,1979.0,1979.0
51796,25656.0,25656.0
52225,17200.0,17200.0
52529,10185.0,10185.0
52583,184492.0,70015.7
53049,73299.0,30493.910769230773
53151,27563.0,7536.278461538463
53269,39257.0,6800.849230769229
53575,17632.0,2110.831923076923
53697,89891.52,37546.202862756814
53722,143221.0,66699.26153846153
53826,316245.0,98594.13417128523
53936,43613.0,10054.444615384622
54249,500.0,500.0
54492,1000.0,1000.0
54798,500.0,500.0
54866,42560.0,20829.878461538465
55069,18583.0,5231.852307692308
55509,21918.0,21918.0
55544,74008.0,30883.98326923077
55850,40317.0,18752.76773378331
55891,15145.0,15145.0
56075,550.0,550.0
56219,61911.0,49252.25230769231
56320,11412.0,11412.0
56380,1150.0,1150.0
56400,850.0,850.0
56519,103445.0,26576.985684981686
57319,16500.0,16500.0
57320,165827.0,39560.89953296703
58433,26211.0,20593.118461538463
58634,71314.0,20160.116923076923
59293,36082.01,36082.01
59664,157060.0,80380.33538461538
59982,191008.0,33299.343076923076
60077,1229.0,1229.0
60154,42526.0,42526.0
60157,298421.0,59328.05695985365
60176,827312.5,213352.47270477994
60276,12265.0,12265.0
60329,102956.0,44533.57384615384
60487,9520.0,9520.0
60749,10000.0,10000.0
61486,35893.0,11406.366153846153
61757,62507.5,31370.995384615384
61926,38042.0,38042.0
62395,61336.0,20059.60307692308
62704,3540.0,3540.0
62770,121910.0,41366.63901417004
62801,576.0,576.0
62828,29048.0,8679.939999999999
63126,950.0,950.0
63567,34271.0,34271.0
63612,315430.0,98507.07384615386
63842,58141.0,16218.017785256408
64053,6500.0,6500.0
64092,1166.0,1166.0
64153,137194.0,48515.59538461537
64161,6920.0,-108.44038404605362
64263,28497.0,4489.150769230771
64284,6421.0,1331.9646153846152
64443,75164.11,19368.013076923075
64481,2913.0,2913.0
64630,11910.0,11910.0
65326,142216.0,15833.164738655789
65871,270718.5,84483.42075338849
65986,3943.0,3943.0
66242,14780.0,2674.2215384615374
66881,54448.0,-1151.06615384615
68897,850.0,850.0
69834,201830.07,97368.40076923078
69934,6547.0,6547.0
69939,30196.0,13133.65846153846
70598,212160.0,36916.95384615383
70602,156469.0,50431.018461538464
70721,99943.0,34311.86777472528
70749,4907.0,4907.0
71360,4796.0,4796.0
71376,8400.0,8400.0
71548,96114.0,11398.298461538463
71637,53429.0,53429.0
71670,760579.77,172987.11902431224
71692,71928.0,37630.833846153844
72223,10585.0,10585.0
72294,7560.0,7560.0
72316,419104.0,88214.77396387083
72452,8654.0,8654.0
72495,92206.0,29198.21025171625
72585,219847.0,53706.34433184427
72586,23700.0,23700.0
72627,143734.25,15397.484574898786
72671,56831.0,4824.446153846155
72755,183519.0,55824.19072115385
72795,6926.0,6926.0
72893,63977.0,13767.897975708504
72930,13240.0,13240.0
73062,142626.0,11205.209230769222
73107,69513.0,29099.097344481605
73251,1856.0,1856.0
73257,6923.0,6923.0
73307,10274.0,10274.0
73446,9045.0,-5607.756923076924
73492,223067.0,41882.13054857252
73706,3500.0,3500.0
73959,11269.0,4521.113846153845
74111,772157.0,222077.77022042288
74191,14951.0,2856.9707692307693
74205,2091.0,2091.0
74279,6770.0,6770.0
74280,795.0,795.0
74281,137054.0,19899.541538461533
74349,503963.0,97926.81491339224
74393,1000.0,1000.0
74413,102751.0,25293.057076923084
74420,373249.0,95232.40662717976
74497,12995.0,12995.0
74590,22351.0,8934.52923076923
74611,46172.0,46172.0
75031,72412.0,28677.952307692314
75219,380428.0,128015.15037118451
75222,305573.0,114577.08923076923
75232,11124.0,11124.0
75381,130324.0,49799.31999999999
75387,258858.76,49314.79839743592
75457,284634.0,77178.12473142933
75460,1250.0,1250.0
75542,278639.0,47885.0
75609,11400.0,4506.041538461541
75643,37125.0,22987.66769230769
75696,47150.0,47150.0
75952,188939.0,52488.580699615995
75965,124598.0,4882.694794741867
76140,11185.5,11185.5
76387,70313.0,14167.220000000001
76453,275900.0,78877.86575131005
76487,247707.0,72869.6107810186
76537,121717.0,50661.41406380918
76582,136363.0,21092.910769230773
76616,1140.0,1140.0
76692,10690.0,10690.0
76890,306768.0,95883.01323780784
76989,445262.0,133044.77701923077
77025,280577.0,92335.12445154553
77157,71613.0,9214.177085020245
77268,253217.0,108091.06615384616
77629,159909.0,-14254.198461538443
77713,4000.0,4000.0
77811,880.0,880.0
77871,40773.0,10600.752307692306
77889,51786.0,23018.633846153847
78063,9410.0,9410.0
78329,2146.0,2146.0
78397,251470.0,83034.54153846152
78471,1592.0,1592.0
78516,1000.0,1000.0
78623,5675.0,5675.0
78930,4118.0,4118.0
79291,79057.0,36742.90615384616
79605,44973.0,10945.203076923077
79688,14776.0,3870.6061538461527
79874,483.0,483.0
79882,515394.0,126243.25935473299
79884,20770.0,15117.513846153846
79911,16657.0,2102.930981900452
79983,6863.0,505.5907692307692
80066,54598.0,32212.724615384617
80127,222185.0,66400.32166933428
80166,423.0,423.0
80182,43087.0,10137.516923076924
80188,420.0,420.0
80196,118375.0,31206.905172161176
80197,1000.0,1000.0
80198,13065.0,13065.0
80202,40716.0,13153.3177555668
80240,2000.0,2000.0
80283,12557.0,8140.749230769231
80284,500.0,500.0
80293,5212.0,5212.0
80299,13013.33,13013.33
80317,33631.0,7876.1061538461545
80598,83065.0,28344.923076923078
80658,22362.0,22362.0
80769,1986.0,1986.0
80932,31680.0,11098.396923076922
80936,10236.0,10236.0
80941,59307.0,31381.750769230774
80956,7569.0,7569.0
81097,47096.0,11008.327692307692
81183,74614.0,11643.45765886287
81195,28335.0,14743.821538461536
81262,26486.0,13681.944615384615
81277,5000.0,5000.0
81301,29035.0,1341.6031823147605
81363,39312.0,14151.715384615385
81565,95559.0,17945.237884615388
81570,9076.0,9076.0
81580,75860.0,18270.004615384612
81605,2835.0,2835.0
81739,157302.0,70103.47846153846
81767,6000.0,6000.0
81911,2350.0,2350.0
81915,8483.0,8483.0
81929,1603.0,1603.0
81955,1307.0,1307.0
82063,53983.0,17706.800000000003
82161,58978.0,15692.41641025641
82162,7194.0,7194.0
82319,13411.0,13411.0
82736,7633.0,7633.0
83191,9307.0,2238.333846153845
83223,29564.0,13433.273846153845
83246,10940.0,-10997.330769230772
83326,508.0,508.0
83341,1000.0,1000.0
83378,31739.0,-1389.6123076923104
83522,6900.0,6900.0
83538,4500.0,4500.0
83547,350.0,350.0
83704,50256.0,15006.997145364345
83714,45519.0,13958.740107023412
83730,52952.0,16747.2551472918
83739,27310.5,4458.864711538463
84223,3096.0,3096.0
84231,5000.0,5000.0
84747,37015.0,6569.279645748986
84751,14519.0,-2635.1569230769237
84780,11253.0,4184.333846153845
84796,4004.0,740.5895643812705
84868,94336.0,16079.32300780798
84899,201544.0,40789.74386914715
85078,3800.0,3800.0
85147,149968.0,32539.849867063065
85209,633702.0,181158.0839408745
85363,62837.41,19260.43268099548
85394,10450.0,10450.0
85623,56033.0,24942.41365304487
85655,91911.0,27478.478461538456
85906,20097.0,13203.04153846154
85910,38251.0,18792.044500000004
85978,3432.0,3432.0
86296,63730.0,18905.945675306575
86323,2650.0,2650.0
86466,7079.03,-158.63172017837223
86472,1570.0,1570.0
86477,27449.0,3590.8492307692286
86486,4000.0,4000.0
86843,28595.01,16612.016153846154
87079,4710.0,4710.0
87080,1045.0,1045.0
87081,15270.0,-6329.09076923077
87084,9000.0,9000.0
87214,13471.0,13471.0
87503,95112.0,35508.69263157895
87600,1092.0,1092.0
87673,91796.0,23875.111433198384
87687,78178.0,25357.78728744939
87769,87082.0,22255.14559604138
87854,4100.0,4100.0
88137,2490.0,2490.0
88171,400.0,400.0
88201,3000.0,3000.0
88266,12886.0,216.3292307692318
88501,2962.0,2962.0
88614,1082.0,1082.0
88836,17022.0,12941.010769230768
89030,22734.5,22734.5
89377,676.0,676.0
89396,19201.0,4811.663076923076
89410,25864.0,6195.263076923075
89586,28443.0,-504.68442307692385
89876,2818.0,2818.0
89911,3176.0,3176.0
89917,6760.0,6760.0
89922,61343.0,26934.57358703336
89983,1600.0,1600.0
89990,3597.0,3597.0
90041,151533.0,43063.33983411371
90047,3147.0,3147.0
90051,33558.0,13710.843076923076
90065,9355.0,9355.0
90077,3559.0,528.8840111482723
90204,500.0,500.0
90248,10794.0,-579.963708791207
90281,1300.0,1300.0
90471,79970.0,15965.738461538458
90527,898.0,898.0
90558,49907.5,13438.541538461533
90796,450.0,450.0
91038,7705.0,7705.0
91124,19755.0,19755.0
91454,466.0,466.0
91604,5000.0,5000.0
91829,200.0,200.0
92082,140026.0,24888.763769612022
92143,500.0,500.0
92177,14034.0,6450.5138461538445
92179,2750.0,2750.0
92181,190281.0,71039.45999999999
92200,1000.0,1000.0
92713,17194.0,13402.256923076922
92814,2516.0,2516.0
92819,3612.0,3612.0
92824,8320.0,2184.3184615384616
92879,15891.0,12099.256923076922
92885,10181.0,3885.995384615385
92991,2900.0,2900.0
93038,68794.0,24813.912307692306
93042,31266.0,19673.18032388664
93048,2764.0,2764.0
93156,19064.0,1145.2894615384612
93200,117067.0,46846.80461538462
93241,829.0,829.0
93335,600.0,600.0
93442,3812.0,1112.5646153846155
93463,9940.0,9940.0
93623,4030.0,4030.0
93626,1792.0,1792.0
93680,246035.0,71308.74307692307
93684,4543.0,2098.1953846153842
93761,600.0,600.0
93913,530.0,530.0
93993,38998.13,25210.21307692308
94088,12277.0,1577.5507692307692
94266,120136.0,20114.539999999994
94595,1800.0,1800.0
94646,4930.0,1266.810769230769
94750,8714.0,859.1492307692306
94780,54308.0,14177.340728744944
94790,750.0,750.0
95108,4574.0,4574.0
95138,6694.0,6694.0
95170,5298.0,5298.0
95188,3940.0,3940.0
95221,328.0,328.0
95230,874.0,874.0
95305,45213.0,13586.245987179485
95335,61771.0,13219.437759197324
95466,68992.0,30251.890769230777
95477,35233.0,18490.673846153844
95547,2388.0,414.48777327935204
95698,603.0,603.0
96049,221490.43,15149.22538461539
96317,575.0,575.0
96436,806.0,806.0
96442,20787.0,2696.0230769230766
96488,9773.0,265.5885836707148
96574,5055.0,577.9134102564103
96699,186747.0,25996.24615384615
96701,18669.0,18669.0
96805,3297.0,-4029.378461538462
96951,15203.0,-4364.536923076925
96955,14095.0,-12007.01846153846
96967,11910.0,3609.498461538462
96975,2135.0,2135.0
97062,29014.0,12786.053846153844
97072,215.0,215.0
97120,7692.0,7692.0
97142,1500.0,1500.0
97264,12120.0,3725.5329999999994
97548,6752.0,6752.0
97552,37743.0,8019.250528846151
97557,943.0,-455.98123076923093
97777,8433.76,336.31537692307757
97780,1338.0,-8109.011430769229
98276,70570.0,7656.126887362632
98288,2642.83,-4105.047815384616
98553,1305.0,1305.0
98564,3380.0,3380.0
98572,4360.0,-2708.666153846155
98597,64431.0,12716.42769230769
98820,1408.0,58.42276923076906
98876,3712.0,3712.0
98990,325.0,325.0
99082,3829.32,3829.32
99132,3956.0,-46.06567032967041
99172,11162.0,6134.010769230769
99189,905.0,905.0
99256,1150.0,1150.0
99268,70357.0,267.9661538461514
99277,3600.0,3600.0
99314,1230.0,1230.0
99344,7783.0,1275.0419487179497
99357,5711.0,906.7431730769222
99360,35178.0,1571.2597948717957
99404,26442.0,15477.744615384614
99484,21061.0,6697.48923076923
99737,23892.0,9186.867692307693
99744,25956.0,5457.473846153847
99842,5146.0,5146.0
99889,8653.0,8653.0
99917,21795.0,-55.341197978224955
99939,1060.0,1060.0
99963,5295.0,5295.0
100002,11903.0,6813.964615384615
100151,58363.0,20424.933755656108
100153,35120.0,12310.264615384614
100297,1387.0,1387.0
100301,6422.0,6422.0
100308,2560.0,-653.250769230769
100545,101583.0,26434.62203185282
100858,17613.0,5432.986153846154
100884,19976.0,14242.533846153845
100985,4927.0,-654.8353846153841
100992,16250.0,2898.8523076923084
101066,1231.0,-793.3658461538464
101083,46582.0,8765.236651583706
101091,53397.0,11148.824663461535
101208,1328.0,1328.0
101291,3883.0,-1129.7557894736838
101308,5073.0,227.78336446886442
101314,8465.0,1047.6354441687345
101357,6610.0,1083.1372307692309
101358,20739.0,747.1695248868746
101360,14211.0,2244.258358974359
101528,800.0,800.0
101696,6727.0,6727.0
101697,16300.0,2868.504615384614
101708,16612.0,3157.7707692307704
101725,12906.0,2568.6061538461527
102145,1585.0,1585.0
102211,79894.0,19214.139998798077
102254,5424.0,5424.0
102293,169409.0,43188.74339521717
102794,37489.0,11309.388829431438
102822,21141.0,5108.639278846151
104038,12300.0,12300.0
104220,7298.0,775.083076923077
104226,299423.0,81825.9974791244
104518,2629.0,-70.15446153846187
104576,13351.0,4675.206153846153
104842,7383.0,1433.0250128205125
104882,18911.0,8580.396717948719
104888,13690.0,6228.241538461539
105214,10257.0,1053.1138461538467
105252,4193.0,4193.0
105325,3203.0,3203.0
105326,16219.0,4403.308628762541
105401,40683.0,4588.857425101218
105594,132915.0,28083.825751777636
105606,8286.0,1538.1138461538449
105607,8920.0,7.124400083612272
105955,13000.0,13000.0
106146,35873.0,3880.4428461538446
106337,472.0,472.0
106363,132507.0,27032.095347446666
106508,5464.0,5464.0
106528,2692.0,-4312.993846153846
106728,2370.0,2370.0
106856,5087.0,5087.0
106857,37141.0,10859.992307692308
106868,1359.0,142.94953846153862
106886,11266.0,2324.2369230769236
106946,59087.0,12118.40692046588
106948,943.0,-3041.5738461538454
107088,1689.0,1689.0
107117,31789.0,10477.551115384616
107897,4355.0,-2136.1784615384613
107917,17662.0,2241.3740170940164
107920,6492.0,1322.5850202429156
107921,4028.0,565.9737123745817
107960,7067.0,7067.0
107986,24951.0,-1176.8814574898788
107998,15161.0,3070.0523076923073
108008,6655.0,405.5446153846151
108501,6340.0,682.3492307692313
108640,1500.0,1500.0
108641,623.0,623.0
108653,2870.0,2870.0
108674,790.0,790.0
109012,62246.0,16689.774686740886
109019,24943.0,-162.673846153848
109210,2740.0,-239.5097891737896
109445,9562.0,9562.0
109477,2841.0,-532.9430769230776
109632,91284.0,6855.386157991132
109801,2986.0,2986.0
109956,31680.0,4375.106153846151
110153,3000.0,3000.0
110249,19742.0,14857.94923076923
110278,27035.0,1478.6415091575072
110298,59472.0,1881.1981185996628
110301,5912.0,629.4369230769225
110387,9408.0,-585.2753846153846
110450,1350.0,1350.0
110524,11209.0,1437.8169230769217
110639,6729.0,394.1646153846141
110674,13933.0,7797.318461538462
110678,31580.0,10042.35431730769
110787,1927.0,-4309.547692307693
110833,12883.0,2600.078461538462
110913,2500.0,2500.0
111209,1999.0,-700.4353846153845
111211,3372.0,672.5646153846151
111272,1437.0,-3830.6438666666663
111373,4297.0,923.0569230769224
111533,600.0,600.0
111544,150.0,150.0
111546,1120.0,1120.0
111725,18765.0,8967.99076923077
111749,4863.0,456.5903010033444
111835,1170.0,1170.0
111843,1780.0,1780.0
111956,4704.0,1201.503076923077
111957,6789.0,2048.8876923076923
112033,36513.0,4045.529583710406
112135,17869.0,5903.524615384615
112154,14686.0,7792.041538461541
112156,6225.0,1135.9646153846152
112359,5260.0,5260.0
112833,14842.0,-1292.3615384615387
112988,24155.0,2782.8264615384614
113118,32.0,32.0
113712,1648.0,1648.0
113717,9243.0,-2929.532307692305
113724,8096.0,2817.426153846154
113728,1646.0,1646.0
113853,2800.0,2800.0
114048,58126.0,7297.405920688005
114082,1141.0,1141.0
114342,4379.0,50.46961538461528
114435,2201.0,2201.0
114437,2532.0,2532.0
114438,14315.0,7199.232307692308
114447,7846.0,1692.96
114564,8991.0,1986.0061538461541
114616,3398.0,3398.0
114670,13278.0,2461.760929118567
114752,8597.48,1151.0011546474352
114755,5598.0,1806.2569230769232
114820,31063.96,9192.14153846154
114829,2553.11,2553.11
114980,24312.0,2811.2230769230773
114984,6220.0,793.882408026755
115084,3048.0,442.17758241758247
115171,13934.0,4045.1753846153842
115206,186029.44,44663.54702596372
115307,17657.0,9253.698461538463
115321,450.0,450.0
115456,9361.0,-806.4515865384619
115539,4830.0,2623.98
115608,1597.0,1597.0
115814,299599.0,71031.68948884102
115817,6000.0,6000.0
116201,1250.0,1250.0
116259,12796.0,7300.210769230769
116261,4085.0,389.6723076923072
116477,10951.0,7802.026153846154
116516,3102.0,-3630.9015384615386
116518,5460.0,-1272.9015384615386
116633,3215.0,3215.0
116882,351.0,351.0
117015,1779.0,-665.8046153846158
117107,2910.0,403.6073684210528
117151,856.0,856.0
117482,450.0,450.0
117575,11631.0,1010.5487712550603
117661,770.0,770.0
117789,4711.0,4711.0
117791,7123.0,7123.0
117808,6071.0,1634.0676923076935
117831,1228.0,1228.0
117839,1800.0,1800.0
117871,4200.0,4200.0
117921,600.0,600.0
117946,12085.0,439.6250256410258
117971,13474.0,-12322.832307692308
117986,5683.0,1019.7292307692305
117988,11597.0,-318.41384615384595
118026,13654.0,1567.7246153846154
118030,15253.0,4810.390769230768
118036,6244.0,-3089.1938461538466
118281,839.0,839.0
118373,6949.0,969.2284615384606
118485,10267.0,1804.0215384615367
118487,500.0,500.0
118491,500.0,500.0
118510,6705.0,1426.4261538461542
118577,14180.0,1288.036923076923
118582,3178.0,-324.49692307692294
118602,4100.0,886.749230769231
118775,1988.0,-3722.993846153847
118777,4987.0,1195.2569230769232
118782,7287.0,1468.252307692307
118784,4145.0,353.25692307692316
118785,8798.0,1464.7550167224072
118788,3838.0,592.6107692307687
118904,3474.0,3474.0
119292,969.0,969.0
119390,2501.0,282.53384615384584
119400,11469.0,7677.256923076923
119724,1000.0,-6004.993846153846
119742,8048.0,8048.0
119778,5785.0,-5373.684969230768
119966,2596.0,377.53384615384675
120184,5174.0,5174.0
120188,4186.0,812.0569230769224
120283,2500.0,2500.0
120404,15502.0,-558.2800000000007
120406,29436.0,-3169.462253393667
120416,5280.0,1488.2569230769232
120423,6800.0,6800.0
120675,11664.0,2473.386153846155
120721,9725.0,9725.0
120953,1500.0,1500.0
120985,17104.0,6441.786153846153
120986,6243.0,1153.9646153846152
121107,3550.0,3550.0
121117,2480.0,2480.0
121137,11196.0,5917.426153846154
121480,390.0,390.0
121627,590.0,590.0
121671,1802.0,-1989.7430769230768
121829,1000.0,1000.0
121914,34536.0,34536.0
121951,1634.0,1634.0
121956,3064.0,-2727.9338749999997
122012,1670.0,1670.0
122025,679.0,679.0
122030,4044.0,4044.0
122039,36970.0,22317.847692307692
122047,5584.0,372.3430769230763
122134,4300.0,4300.0
122172,1675.0,-1394.4115164835166
122174,22580.0,-407.1815384615402
122184,18344.0,410.3892242143811
122268,3300.0,3300.0
122415,800.0,800.0
122555,434.0,434.0
122626,6000.0,6000.0
122645,42461.0,2796.0364542124516
122647,74809.0,10468.043121907329
122701,2403.0,2403.0
122785,7468.97,849.6170000000002
122797,3318.0,3318.0
122810,11361.0,7569.256923076923
122861,15969.0,1353.996923076922
123106,15073.0,-4184.581884615385
123107,4388.0,1014.0569230769224
123136,67267.11,16190.276153846156
123145,10865.0,10865.0
123150,250.0,250.0
123158,7219.0,1384.8676923076919
123173,6058.0,223.86769230769187
123198,95414.0,13379.62923616734
123227,4076.0,91.03353846153823
123305,14258.0,2426.617314102563
123307,67974.0,8111.588034294422
123311,22383.0,5699.293846153847
123450,54301.0,54301.0
123540,5033.0,1241.2569230769232
123541,14395.0,3148.3246153846158
123639,34705.0,-1140.9112126889158
123842,3807.0,-9688.772307692308
123856,5057.0,2612.1953846153842
123912,6204.0,598.593578595317
123916,16979.0,1017.4123076923061
123983,8625.0,143.79593589743672
124266,1720.0,1720.0
124388,7053.0,803.5446153846151
124474,2197.0,498.18453511705684
124549,35302.0,7898.2030769230805
124554,11717.0,1892.452307692307
124558,13400.0,13400.0
124567,1335.0,1335.0
124586,4979.0,1187.2569230769232
124592,51575.0,7419.098461538459
124638,3600.0,3600.0
125003,4085.0,711.0569230769224
125034,600.0,600.0
125402,3757.0,3757.0
125481,4750.0,4750.0
125565,4744.0,1112.9492307692308
125716,3600.0,3600.0
125727,5600.0,5600.0
125763,71265.0,-136.16676008570357
125879,10846.0,7632.749230769231
125908,3000.0,3000.0
125995,2164.0,-4840.993846153846
125999,10663.0,6871.256923076923
