,id_distribuidor,fecha_consulta,folio,saldo_vencido_total,pagos_vencidos,creditos_totales,creditos_con_claves_prevencion,creditos_completados_con_atraso,creditos_completados_sin_atraso
1876,159125.0,2023-07-22 17:02:10,1198798928,108693,102,26,11,8,18
1877,159126.0,2023-07-22 17:07:05,1198801511,39249,142,13,7,4,9
1879,159129.0,2023-07-22 17:19:35,1198808308,25170,85,49,28,2,47
1881,159142.0,2023-07-24 14:27:47,1199535133,11879,28,5,0,2,3
1883,159144.0,2023-07-24 14:51:41,1199543172,0,0,2,2,0,2
1891,159151.0,2023-07-24 15:48:40,1199570525,2960,13,30,17,1,29
1893,159150.0,2023-07-24 15:48:58,1199570706,0,3,20,3,0,20
1894,159152.0,2023-07-24 15:49:21,1199570953,13495,94,10,7,2,8
1895,159153.0,2023-07-24 15:56:36,1199575122,0,0,6,5,0,6
1902,159173.0,2023-07-24 17:25:48,1199638006,26002,94,100,51,8,92
1903,159082.0,2023-07-24 17:27:42,1199639399,50330,76,43,24,4,39
1904,159177.0,2023-07-24 18:15:08,1199677885,89725,139,11,4,6,5
1905,159181.0,2023-07-24 18:36:36,1199695286,12294,44,12,6,2,10
1908,159192.0,2023-07-24 19:26:46,1199738002,95357,297,265,47,6,259
1913,159207.0,2023-07-24 20:57:13,1199815066,8026,176,33,7,3,30
1917,159215.0,2023-07-24 22:17:12,1199885418,28811,62,39,26,7,32
1918,159220.0,2023-07-24 22:24:58,1199891520,26498,52,70,28,5,65
1920,143185.0,2023-07-24 22:47:40,1199909449,18962,114,31,24,5,26
1922,159238.0,2023-07-24 23:12:39,1199927966,34853,310,55,36,10,45
1924,159267.0,2023-07-25 16:00:19,1201276422,2737,14,2,0,2,0
1928,123105.0,2023-07-25 16:44:20,1201309344,83744,98,35,30,3,32
1929,123106.0,2023-07-25 16:45:10,1201310035,198059,208,45,35,9,36
1930,123107.0,2023-07-25 16:45:43,1201310487,44897,110,79,35,8,71
1931,135929.0,2023-07-25 16:46:35,1201311205,6237,5,8,6,3,5
1934,159297.0,2023-07-25 17:04:16,1201325612,213239,244,53,24,11,42
1936,159302.0,2023-07-25 17:04:49,1201326051,5482,128,84,9,6,78
1937,135856.0,2023-07-25 17:12:56,1201332793,6792,21,21,14,2,19
1938,159300.0,2023-07-25 17:24:41,1201342922,0,16,27,11,0,27
1939,159299.0,2023-07-25 17:25:15,1201343547,15414,104,20,9,3,17
1940,159298.0,2023-07-25 17:25:47,1201344003,0,28,2,2,0,2
1941,159308.0,2023-07-25 17:43:13,1201357745,30411,9,10,2,1,9
1942,159307.0,2023-07-25 17:43:17,1201357790,25313,153,21,9,4,17
1943,159312.0,2023-07-25 17:51:39,1201363996,15456,32,116,56,4,112
1951,159328.0,2023-07-25 18:41:21,1201409660,33819,202,21,15,4,17
1952,159332.0,2023-07-25 19:58:47,1201490359,70406,115,84,54,7,77
1954,159370.0,2023-07-25 22:51:43,1201633142,37929,80,30,19,5,25
1955,159368.0,2023-07-25 22:52:12,1201633544,60566,66,37,30,3,34
1958,159373.0,2023-07-25 23:29:06,1201662777,13582,22,4,3,1,3
1962,159404.0,2023-07-26 15:24:59,1201931412,10224,88,9,3,2,7
1963,159406.0,2023-07-26 15:32:18,1201935635,67303,195,51,20,7,44
1964,159147.0,2023-07-26 15:33:36,1201936368,69151,180,75,22,5,70
1966,111272.0,2023-07-26 16:21:55,1201967118,37779,98,35,29,6,29
1969,159385.0,2023-07-26 16:58:51,1201994344,47269,138,73,41,11,62
1971,159387.0,2023-07-26 16:59:08,1201994598,11555,28,6,4,2,4
1972,159396.0,2023-07-26 17:00:13,1201995402,245495,93,17,10,5,12
1973,159405.0,2023-07-26 17:00:22,1201995502,1548,37,35,21,2,33
1974,108672.0,2023-07-26 17:15:22,1202007069,80770,129,45,28,5,40
1975,108501.0,2023-07-26 17:15:58,1202007488,41939,91,89,57,6,83
1976,108499.0,2023-07-26 17:16:24,1202007865,99564,106,90,38,5,85
1977,108479.0,2023-07-26 17:16:58,1202008275,28276,23,119,58,4,115
1979,149448.0,2023-07-26 17:17:54,1202008990,69309,55,34,15,5,29
1980,116529.0,2023-07-26 17:41:17,1202028049,61373,131,61,28,12,49
1981,114831.0,2023-07-26 17:41:48,1202028467,640,21,25,8,1,24
1982,127117.0,2023-07-26 17:42:22,1202028962,55847,129,57,15,3,54
1983,116412.0,2023-07-26 17:42:40,1202029183,11918,5,14,6,3,11
1987,116409.0,2023-07-26 17:58:02,1202052705,39426,27,15,3,4,11
1988,148992.0,2023-07-26 17:58:26,1202053470,65462,236,25,14,5,20
1989,159408.0,2023-07-26 18:11:55,1202076502,0,0,7,5,0,7
1990,159452.0,2023-07-26 18:21:47,1202092875,50363,71,141,123,5,136
1992,149629.0,2023-07-26 19:53:51,1202172391,91459,305,76,52,11,65
1993,150081.0,2023-07-26 19:54:21,1202172802,70497,172,46,25,7,39
1994,149640.0,2023-07-26 19:54:42,1202173095,11687,24,14,3,4,10
1995,149858.0,2023-07-26 19:55:08,1202173432,10957,55,23,13,5,18
1996,159497.0,2023-07-26 20:41:31,1202215604,10878,63,22,20,5,17
1997,159498.0,2023-07-26 20:41:41,1202215724,117366,135,84,22,7,77
1998,159510.0,2023-07-26 21:42:25,1202277202,32660,38,19,12,4,15
1999,159509.0,2023-07-26 21:42:57,1202277681,95263,26,92,54,4,88
2000,159507.0,2023-07-26 21:43:29,1202278270,12026,39,21,10,3,18
2002,159505.0,2023-07-26 21:44:17,1202279123,1,1,15,9,1,14
2003,159502.0,2023-07-26 21:44:40,1202279535,113,2,10,5,2,8
2004,159501.0,2023-07-26 21:44:57,1202279816,48164,151,30,10,7,23
2005,159500.0,2023-07-26 21:45:19,1202280172,68975,257,55,41,9,46
2006,159499.0,2023-07-26 21:45:44,1202280530,47001,29,68,50,4,64
2007,132158.0,2023-07-26 22:13:41,1202308404,8923,8,28,19,2,26
2008,132152.0,2023-07-26 22:14:52,1202309451,3952,10,45,19,2,43
2009,132153.0,2023-07-26 22:15:20,1202309870,4329,2,22,15,1,21
2010,140796.0,2023-07-26 22:15:49,1202310271,202871,12,24,16,1,23
2011,132164.0,2023-07-26 22:16:32,1202310889,23774,91,108,60,7,101
2012,132160.0,2023-07-26 22:16:57,1202311242,0,0,19,14,0,19
2013,159513.0,2023-07-26 22:20:35,1202314202,20344,88,38,8,6,32
2014,139595.0,2023-07-26 22:26:29,1202319387,4093,26,20,15,1,19
2016,139530.0,2023-07-26 22:26:59,1202320278,139721,157,91,66,12,79
2018,149270.0,2023-07-26 22:30:07,1202326080,7224,24,20,6,1,19
2020,159517.0,2023-07-26 23:07:06,1202395375,24028,36,11,9,2,9
2021,159518.0,2023-07-26 23:07:16,1202395746,16684,10,53,33,2,51
2022,159525.0,2023-07-26 23:07:23,1202395969,65903,297,74,42,6,68
2023,139526.0,2023-07-26 23:09:21,1202399642,1432,17,63,36,2,61
2026,159527.0,2023-07-26 23:43:31,1202452144,116739,29,22,17,3,19
2027,159529.0,2023-07-26 23:43:38,1202452305,20594,17,23,17,2,21
2038,130084.0,2023-07-27 22:00:17,1203108715,0,0,7,2,0,7
2041,159675.0,2023-07-27 22:56:26,1203164473,10908,50,17,2,2,15
2042,159674.0,2023-07-27 22:56:51,1203164834,18767,44,76,23,4,72
2043,159673.0,2023-07-27 22:57:07,1203165076,0,0,14,0,0,14
2045,159684.0,2023-07-27 23:37:08,1203197812,40857,197,151,39,11,140
2046,159682.0,2023-07-27 23:37:15,1203197894,4658,2,10,8,1,9
2047,159680.0,2023-07-27 23:37:25,1203198038,49611,131,37,12,9,28
2048,159679.0,2023-07-27 23:37:34,1203198138,11836,23,14,8,2,12
2049,159668.0,2023-07-27 23:38:28,1203198764,15047,146,6,3,4,2
2050,159670.0,2023-07-27 23:38:45,1203198981,19596,93,49,32,2,47
2057,159715.0,2023-07-28 14:57:28,1203420269,29090,100,43,32,6,37
2061,159717.0,2023-07-28 15:30:59,1203435839,0,0,3,2,0,3
2062,159720.0,2023-07-28 15:38:33,1203440142,55443,71,60,19,6,54
2066,159724.0,2023-07-28 15:58:32,1203452211,24637,8,8,5,3,5
2067,132793.0,2023-07-28 16:18:22,1203464809,72953,50,120,81,6,114
2068,133107.0,2023-07-28 16:20:47,1203466493,111515,98,72,43,10,62
2069,133015.0,2023-07-28 16:21:11,1203466767,60586,98,23,12,4,19
2072,159744.0,2023-07-28 18:53:55,1203576873,21363,107,19,15,2,17
2073,159745.0,2023-07-28 18:59:20,1203580672,95626,40,75,51,6,69
2075,159747.0,2023-07-28 19:06:16,1203586038,37418,101,33,10,6,27
2076,159748.0,2023-07-28 19:14:35,1203592051,48595,51,39,23,3,36
2077,159749.0,2023-07-28 19:20:36,1203596524,70222,71,64,25,3,61
2078,159750.0,2023-07-28 19:26:14,1203600798,42715,38,12,3,2,10
2082,159760.0,2023-07-28 20:16:47,1203638450,5232,47,9,6,1,8
2083,159769.0,2023-07-28 20:17:02,1203638590,25538,308,289,43,7,282
2085,159772.0,2023-07-28 20:33:00,1203650039,1954,140,19,8,2,17
2089,159791.0,2023-07-28 22:03:41,1203712428,71466,82,90,47,7,83
2091,159797.0,2023-07-28 22:23:57,1203725933,117704,208,89,57,13,76
2095,147489.0,2023-07-28 22:31:33,1203730849,166,4,5,0,1,4
2096,159792.0,2023-07-28 22:32:44,1203731639,225990,77,47,11,6,41
2100,159820.0,2023-07-29 14:26:11,1203994160,156853,193,25,14,5,20
2101,159821.0,2023-07-29 14:30:59,1203995323,0,0,5,4,0,5
2102,159822.0,2023-07-29 14:40:56,1203997976,102547,77,36,14,6,30
2106,159823.0,2023-07-29 14:49:20,1204000368,0,0,10,6,0,10
2110,159828.0,2023-07-29 15:20:26,1204009906,363,4,23,9,2,21
2112,159825.0,2023-07-29 15:24:04,1204011360,124483,75,13,7,5,8
2114,159830.0,2023-07-29 15:31:06,1204014902,13428,213,37,28,6,31
2117,128875.0,2023-07-29 15:43:36,1204021899,0,11,16,5,0,16
2119,147487.0,2023-07-29 15:53:41,1204027479,14545,87,83,62,5,78
2120,159833.0,2023-07-29 16:23:41,1204045722,13607,40,50,3,3,47
2121,159835.0,2023-07-29 16:25:22,1204046772,47268,166,11,6,3,8
2122,159834.0,2023-07-29 16:25:47,1204047001,2879,20,12,3,2,10
2123,159832.0,2023-07-29 16:26:14,1204047306,3111,11,17,13,1,16
2126,147492.0,2023-07-29 16:39:05,1204054453,10142,79,17,13,5,12
2128,159838.0,2023-07-29 16:56:06,1204064841,77312,169,56,37,9,47
2130,159837.0,2023-07-29 16:58:03,1204065988,6989,144,26,11,6,20
2144,126185.0,2023-07-29 18:25:04,1204118828,8936,8,7,4,1,6
2145,126189.0,2023-07-29 18:25:35,1204119535,166715,129,36,23,9,27
2146,133748.0,2023-07-29 18:26:05,1204120066,14003,212,13,7,4,9
2147,126191.0,2023-07-29 18:26:41,1204120889,103032,50,15,8,3,12
2149,133749.0,2023-07-29 18:27:16,1204121631,72743,292,50,25,9,41
2152,159871.0,2023-07-29 19:38:19,1204162868,0,0,1,0,0,1
2155,159875.0,2023-07-29 19:39:04,1204163293,10635,70,12,4,1,11
2156,159876.0,2023-07-29 19:39:22,1204163506,0,17,5,5,0,5
2172,150184.0,2023-07-31 16:10:21,1204958311,113449,55,31,21,3,28
2173,159930.0,2023-07-31 16:20:26,1204965827,40715,41,12,2,3,9
2174,159941.0,2023-07-31 16:52:46,1204992863,6594,5,35,17,2,33
2175,159943.0,2023-07-31 16:54:57,1204994771,0,10,252,31,0,252
2177,159946.0,2023-07-31 17:00:08,1204999148,0,0,4,2,0,4
2178,130073.0,2023-07-31 17:08:59,1205006273,57977,38,298,34,3,295
2179,159949.0,2023-07-31 17:11:34,1205008470,288,2,236,32,1,235
2187,125231.0,2023-07-31 17:44:18,1205040079,36153,93,112,73,6,106
2189,125227.0,2023-07-31 17:45:11,1205040917,6508,19,14,10,1,13
2190,125092.0,2023-07-31 17:45:45,1205041441,41593,114,32,13,4,28
2191,124841.0,2023-07-31 17:46:25,1205042130,58675,110,103,35,9,94
2193,124826.0,2023-07-31 17:46:59,1205042676,10794,31,56,24,1,55
2194,18392.0,2023-07-31 17:50:12,1205045826,0,0,45,21,0,45
2207,160010.0,2023-07-31 20:06:07,1205206268,27045,87,45,24,3,42
2208,160011.0,2023-07-31 20:11:36,1205210748,0,4,42,37,0,42
2209,160012.0,2023-07-31 20:31:47,1205227401,0,3,25,20,0,25
2210,160015.0,2023-07-31 20:37:28,1205231900,2171,40,88,48,1,87
2212,160020.0,2023-07-31 20:45:12,1205237646,0,2,157,80,0,157
2228,160115.0,2023-08-01 16:45:20,1205797404,2540,7,7,5,1,6
2229,160121.0,2023-08-01 17:07:04,1205811356,17326,46,16,7,3,13
2231,160133.0,2023-08-01 17:28:32,1205826965,25996,89,32,13,4,28
2232,160142.0,2023-08-01 18:04:28,1205853127,2002,11,6,3,1,5
2233,160143.0,2023-08-01 18:12:13,1205858944,9983,34,43,29,3,40
2238,94649.0,2023-08-01 19:33:03,1205923495,9259,29,10,6,2,8
2239,94091.0,2023-08-01 19:33:28,1205923882,0,0,21,3,0,21
2240,94088.0,2023-08-01 19:33:50,1205924231,92633,275,105,42,18,87
2241,128881.0,2023-08-01 19:34:15,1205924685,0,0,3,0,0,3
2242,149566.0,2023-08-01 19:34:35,1205924961,9883,100,9,7,1,8
2243,149484.0,2023-08-01 19:35:00,1205925324,13389,89,29,7,2,27
2244,149568.0,2023-08-01 19:35:31,1205925845,2624,17,36,5,4,32
2245,106920.0,2023-08-01 19:39:33,1205929419,30013,1,33,14,1,32
2246,106886.0,2023-08-01 19:39:55,1205929740,30013,8,71,41,1,70
2248,129501.0,2023-08-01 19:40:39,1205930396,0,1,3,1,0,3
2249,131017.0,2023-08-01 19:41:22,1205931011,38043,251,51,18,5,46
2250,131141.0,2023-08-01 19:41:52,1205931463,10226,44,10,9,2,8
2255,160172.0,2023-08-01 21:56:48,1206040454,42900,13,10,2,4,6
2256,160181.0,2023-08-01 22:49:01,1206078863,0,37,5,2,0,5
2270,160227.0,2023-08-02 16:00:47,1206472325,211785,191,60,26,15,45
2273,160231.0,2023-08-02 16:30:18,1206492632,13187,124,8,5,2,6
2277,29193.0,2023-08-02 16:38:01,1206498215,0,4,41,22,0,41
2278,160237.0,2023-08-02 16:50:17,1206513439,11153,29,11,2,2,9
2283,160245.0,2023-08-02 17:34:21,1206574500,14133,134,23,12,4,19
2284,148550.0,2023-08-02 17:54:32,1206597709,7940,19,63,52,2,61
2285,148524.0,2023-08-02 17:55:02,1206598113,26679,61,26,19,4,22
2286,148521.0,2023-08-02 17:55:21,1206598430,12885,41,24,15,2,22
2287,149119.0,2023-08-02 17:55:40,1206598690,1095,7,5,1,1,4
2288,148520.0,2023-08-02 17:55:57,1206598910,8460,16,27,18,2,25
2298,130077.0,2023-08-02 20:22:34,1206726324,9432,21,37,22,3,34
2299,130081.0,2023-08-02 20:23:21,1206727107,42776,59,63,38,7,56
2301,130088.0,2023-08-02 20:24:44,1206728387,14571,145,62,41,5,57
2303,130078.0,2023-08-02 20:25:28,1206729011,11975,195,54,41,5,49
2304,130085.0,2023-08-02 20:25:54,1206729421,12370,36,130,81,4,126
2305,90453.0,2023-08-02 20:39:30,1206741587,7498,23,10,3,3,7
2306,90451.0,2023-08-02 20:40:07,1206742117,103330,174,64,42,7,57
2307,149894.0,2023-08-02 20:42:22,1206744129,12995,25,29,21,2,27
2308,150376.0,2023-08-02 20:43:25,1206744947,0,3,55,18,0,55
2312,160325.0,2023-08-02 22:45:40,1206850645,33445,260,192,40,6,186
2313,160328.0,2023-08-02 22:46:11,1206851088,8942,135,108,42,3,105
2321,160330.0,2023-08-03 15:54:07,1207270510,27847,223,55,23,6,49
2322,160336.0,2023-08-03 15:54:38,1207270824,344669,188,27,15,9,18
2323,160332.0,2023-08-03 15:54:45,1207270880,39180,51,27,11,4,23
2324,160337.0,2023-08-03 15:55:12,1207271212,64562,80,83,68,3,80
2325,160338.0,2023-08-03 15:55:29,1207271443,11694,56,13,5,2,11
2327,160377.0,2023-08-03 16:26:41,1207292862,11193,109,28,9,1,27
2328,126019.0,2023-08-03 16:33:29,1207297938,473583,702,238,41,60,178
2329,160379.0,2023-08-03 16:40:22,1207303063,13548,61,31,27,2,29
2332,160382.0,2023-08-03 17:20:36,1207334258,13543,149,5,4,3,2
2333,123227.0,2023-08-03 18:01:08,1207368207,81279,193,72,53,9,63
2334,124950.0,2023-08-03 18:02:32,1207369451,85553,142,46,31,9,37
2335,149711.0,2023-08-03 18:17:17,1207382235,60382,426,37,21,6,31
2336,149712.0,2023-08-03 18:22:37,1207387029,19151,233,34,19,4,30
2337,124955.0,2023-08-03 18:27:44,1207391378,6507,155,28,24,3,25
2338,148356.0,2023-08-03 18:44:18,1207406714,73603,452,153,48,14,139
2340,160392.0,2023-08-03 19:12:45,1207432797,0,0,7,0,0,7
2345,150374.0,2023-08-03 19:49:11,1207466750,12766,102,15,12,3,12
2347,125140.0,2023-08-03 19:57:17,1207473794,2062,46,49,40,2,47
2349,150428.0,2023-08-03 20:44:19,1207512163,13768,122,48,8,3,45
2350,150427.0,2023-08-03 20:44:45,1207512548,9389,212,55,18,4,51
2351,150440.0,2023-08-03 20:45:13,1207512945,0,72,31,12,0,31
2352,150430.0,2023-08-03 20:45:51,1207513427,22021,175,67,21,5,62
2353,150566.0,2023-08-03 20:46:19,1207513820,17973,45,33,18,3,30
2354,150511.0,2023-08-03 20:46:38,1207514047,46409,64,116,30,2,114
2355,160401.0,2023-08-03 20:54:22,1207520481,29972,264,70,24,16,54
2356,160406.0,2023-08-03 21:48:33,1207563268,25440,44,97,17,4,93
2358,160407.0,2023-08-03 22:00:37,1207573771,109550,195,34,22,9,25
2359,160409.0,2023-08-03 22:06:22,1207578950,40137,67,55,36,6,49
2372,160453.0,2023-08-04 17:11:43,1208087478,228,17,18,9,4,14
2373,160452.0,2023-08-04 17:12:03,1208087757,10952,40,78,61,3,75
2374,160456.0,2023-08-04 17:40:37,1208112555,19805,79,6,4,1,5
2376,129758.0,2023-08-04 18:13:20,1208141344,6565,34,92,77,2,90
2377,129755.0,2023-08-04 18:13:40,1208141660,19469,125,74,54,5,69
2378,129761.0,2023-08-04 18:14:01,1208141976,15967,170,35,31,4,31
2379,129760.0,2023-08-04 18:14:20,1208142285,3591,2,5,3,1,4
2380,129763.0,2023-08-04 18:14:44,1208142705,5063,2,4,2,1,3
2381,150621.0,2023-08-04 18:15:05,1208142975,24575,43,18,4,5,13
2382,160463.0,2023-08-04 18:36:59,1208166330,3600,24,19,10,1,18
2383,135940.0,2023-08-04 18:48:50,1208177334,0,5,8,6,0,8
2389,160415.0,2023-08-04 21:08:46,1208301046,70932,155,49,36,10,39
2390,130033.0,2023-08-04 21:42:27,1208329186,18683,95,56,29,4,52
2391,130030.0,2023-08-04 21:42:59,1208329620,25638,118,27,16,7,20
2392,160413.0,2023-08-04 21:51:20,1208336654,29031,106,16,6,4,12
2395,160410.0,2023-08-04 22:51:08,1208384482,77926,181,28,6,8,20
2401,160450.0,2023-08-05 17:50:34,1208891488,10696,5,4,2,2,2
2402,160465.0,2023-08-05 18:07:10,1208902540,1481,16,2,1,2,0
2403,71670.0,2023-08-05 18:08:06,1208903139,0,46,43,6,0,43
2406,160527.0,2023-08-05 18:37:32,1208923113,27267,146,65,37,3,62
2407,160526.0,2023-08-05 18:37:53,1208923410,25048,20,39,28,2,37
2409,160528.0,2023-08-05 18:40:37,1208925085,0,138,19,10,0,19
2410,113818.0,2023-08-05 19:19:21,1208948304,80080,139,15,6,4,11
2411,114621.0,2023-08-05 19:20:09,1208948827,126618,142,31,11,8,23
2412,114622.0,2023-08-05 19:20:21,1208948949,56998,294,48,20,14,34
2413,123076.0,2023-08-05 19:20:50,1208949204,27836,38,75,40,2,73
2414,123395.0,2023-08-05 19:27:12,1208952956,16859,32,77,48,2,75
2415,160469.0,2023-08-07 14:31:16,1209655914,0,0,1,0,0,1
2416,123320.0,2023-08-07 15:03:40,1209668859,31704,69,32,21,5,27
2420,160544.0,2023-08-07 15:37:36,1209689332,27837,153,23,17,6,17
2421,160547.0,2023-08-07 15:56:29,1209702007,14187,26,32,24,4,28
2422,114623.0,2023-08-07 15:57:38,1209702757,0,4,13,7,0,13
2425,150323.0,2023-08-07 17:43:17,1209788547,192034,102,86,57,10,76
2426,150322.0,2023-08-07 17:45:48,1209790769,20665,193,35,10,6,29
2427,150324.0,2023-08-07 17:46:07,1209791099,3280,278,43,4,7,36
2428,123226.0,2023-08-07 17:46:16,1209791240,8634,48,15,12,3,12
2429,150330.0,2023-08-07 17:46:28,1209791391,7387,28,52,29,2,50
2430,150328.0,2023-08-07 17:46:45,1209791638,190477,103,34,24,5,29
2431,150326.0,2023-08-07 17:47:07,1209791973,20691,29,21,13,4,17
2434,160563.0,2023-08-07 18:00:56,1209804522,4900,19,14,7,1,13
2435,158798.0,2023-08-07 18:53:32,1209853432,835,35,7,1,1,6
2438,160577.0,2023-08-07 21:30:39,1209997651,23596,151,54,26,7,47
2439,160583.0,2023-08-07 21:42:29,1210010589,11314,43,29,16,3,26
2440,160581.0,2023-08-07 21:42:52,1210011078,2434,12,54,44,3,51
2441,160579.0,2023-08-07 21:43:12,1210011407,273159,138,66,30,7,59
2442,160582.0,2023-08-07 21:43:36,1210011793,0,2,9,3,0,9
2452,160668.0,2023-08-08 22:12:51,1210790457,5700,12,57,32,3,54
2454,160683.0,2023-08-08 22:21:58,1210798584,2039,12,3,1,1,2
2455,160687.0,2023-08-09 00:02:39,1210874676,522,28,22,19,1,21
2465,160716.0,2023-08-09 15:17:06,1211191397,747,13,8,3,2,6
2468,120431.0,2023-08-09 15:41:36,1211204247,13954,65,29,21,3,26
2470,160719.0,2023-08-09 15:43:52,1211205519,23755,137,67,53,5,62
2472,120497.0,2023-08-09 15:44:13,1211205782,6601,27,13,8,3,10
2475,120668.0,2023-08-09 15:51:48,1211210388,4321,34,47,33,2,45
2476,160728.0,2023-08-09 15:52:16,1211210714,37390,29,56,33,2,54
2478,120507.0,2023-08-09 15:57:32,1211213933,22655,165,13,9,6,7
2495,160747.0,2023-08-09 17:51:58,1211299142,7277,51,16,4,2,14
2500,160751.0,2023-08-09 18:12:00,1211318163,13158,67,27,14,1,26
2502,160752.0,2023-08-09 18:20:33,1211326291,0,1,4,1,0,4
2503,160753.0,2023-08-09 18:38:37,1211343069,0,4,50,34,0,50
2506,160758.0,2023-08-09 19:16:39,1211377765,0,3,23,15,0,23
2507,160761.0,2023-08-09 19:28:54,1211388867,0,0,18,5,0,18
2508,160755.0,2023-08-09 19:41:29,1211399797,5997,106,27,10,1,26
2509,160774.0,2023-08-09 19:56:10,1211412926,2564,12,26,19,1,25
2510,160775.0,2023-08-09 20:01:32,1211417628,0,23,68,45,0,68
2511,160782.0,2023-08-09 20:08:45,1211423628,44201,124,58,26,7,51
2517,160793.0,2023-08-09 22:04:42,1211516144,0,17,21,9,0,21
2518,160804.0,2023-08-09 22:44:43,1211545955,15268,35,82,25,2,80
2520,160806.0,2023-08-09 23:06:52,1211562125,1432,14,10,7,1,9
2521,160813.0,2023-08-10 14:24:14,1211795508,0,0,36,19,0,36
2524,160827.0,2023-08-10 15:24:02,1211819384,15363,24,31,26,1,30
2531,105234.0,2023-08-10 18:54:34,1211978209,13560,59,66,34,4,62
2532,116844.0,2023-08-10 18:54:57,1211978533,42976,56,66,46,3,63
2533,116128.0,2023-08-10 18:55:30,1211979051,15136,83,53,32,2,51
2535,150698.0,2023-08-10 18:57:24,1211980646,12136,44,92,60,4,88
2540,93493.0,2023-08-10 20:32:39,1212059707,66203,94,76,47,6,70
2541,93494.0,2023-08-10 20:40:40,1212066339,57006,70,107,53,3,104
2542,93485.0,2023-08-10 20:47:34,1212072179,53748,48,78,38,4,74
2543,93481.0,2023-08-10 20:51:15,1212075251,29156,31,54,27,3,51
2544,93486.0,2023-08-10 21:09:44,1212089453,505869,199,102,63,10,92
2566,160917.0,2023-08-10 22:26:58,1212146049,3981,78,44,38,2,42
2586,129839.0,2023-08-11 01:20:39,1212254976,2689,37,36,21,2,34
2587,129836.0,2023-08-11 01:21:24,1212255330,37386,184,89,25,7,82
2588,129840.0,2023-08-11 01:22:20,1212255761,40309,175,27,24,4,23
2589,129841.0,2023-08-11 01:25:21,1212257181,45854,73,73,31,3,70
2596,112988.0,2023-08-11 15:53:06,1212466758,8850,105,54,14,2,52
2597,99151.0,2023-08-11 15:53:51,1212467185,75226,140,40,20,7,33
2598,150331.0,2023-08-11 15:54:17,1212467481,985,193,53,18,3,50
2599,149906.0,2023-08-11 15:54:48,1212467751,141608,302,122,57,7,115
2600,149869.0,2023-08-11 15:55:09,1212467946,48311,106,73,33,4,69
2607,160969.0,2023-08-11 17:01:15,1212513239,2401,92,2,1,1,1
2609,160972.0,2023-08-11 17:01:54,1212513787,34438,84,95,38,7,88
2613,129835.0,2023-08-11 17:10:37,1212520242,70297,348,67,41,5,62
2614,129838.0,2023-08-11 17:16:33,1212524729,0,0,19,15,0,19
2624,149962.0,2023-08-11 18:15:07,1212572232,161567,32,13,4,3,10
2625,149965.0,2023-08-11 18:15:33,1212572581,241725,24,7,2,1,6
2626,149964.0,2023-08-11 18:15:47,1212572770,12908,42,15,0,7,8
2627,149963.0,2023-08-11 18:16:08,1212573064,26160,7,11,8,1,10
2628,149959.0,2023-08-11 18:16:26,1212573322,13588,48,4,0,2,2
2629,149958.0,2023-08-11 18:16:44,1212573512,1461,2,436,21,1,435
2630,149960.0,2023-08-11 18:17:02,1212573813,0,9,5,2,0,5
2631,150102.0,2023-08-11 18:43:52,1212603056,50798,123,124,79,4,120
2632,150250.0,2023-08-11 18:44:43,1212604723,25400,42,20,13,2,18
2634,150106.0,2023-08-11 18:45:17,1212605788,140727,247,144,78,9,135
2636,150098.0,2023-08-11 18:45:45,1212606741,6837,65,14,10,1,13
2637,160991.0,2023-08-11 18:46:28,1212608112,311,66,13,2,1,12
2645,149907.0,2023-08-11 20:27:22,1212798100,20051,150,85,52,3,82
2649,150045.0,2023-08-11 20:28:34,1212800386,53904,146,15,13,7,8
2651,161001.0,2023-08-11 20:29:11,1212801553,2723,244,52,19,3,49
2652,149898.0,2023-08-11 20:29:11,1212801558,6255,7,9,5,2,7
2654,150049.0,2023-08-11 20:30:08,1212803297,0,56,39,24,0,39
2655,149864.0,2023-08-11 20:31:30,1212805866,0,93,50,38,0,50
2656,149949.0,2023-08-11 20:32:18,1212807363,11517,26,33,15,1,32
2658,161015.0,2023-08-11 22:15:56,1213001375,0,0,8,5,0,8
2661,161024.0,2023-08-11 22:53:32,1213069746,46591,25,59,25,3,56
2663,161026.0,2023-08-11 23:04:21,1213088419,17200,72,13,6,5,8
2664,161027.0,2023-08-11 23:07:42,1213092508,43458,113,36,29,3,33
2665,161028.0,2023-08-11 23:11:00,1213097018,17795,30,54,45,2,52
2667,161042.0,2023-08-12 15:29:36,1213389982,5334,9,73,36,1,72
2668,161045.0,2023-08-12 16:10:50,1213406879,33408,78,49,37,7,42
2669,161046.0,2023-08-12 16:14:16,1213408589,64534,78,24,4,4,20
2671,161044.0,2023-08-12 16:19:35,1213411085,53956,80,25,18,4,21
2672,161047.0,2023-08-12 16:20:27,1213411532,80027,244,23,18,8,15
2677,161051.0,2023-08-12 17:20:56,1213442472,36914,70,119,67,4,115
2678,161050.0,2023-08-12 17:21:16,1213442657,220040,227,220,115,3,217
2679,161049.0,2023-08-12 17:21:37,1213442857,2153,97,149,90,1,148
2680,129834.0,2023-08-12 17:54:58,1213461468,41316,38,51,37,2,49
2682,161060.0,2023-08-12 18:36:57,1213485601,143146,48,25,14,2,23
2685,161078.0,2023-08-14 15:14:16,1214227380,44644,147,4,3,3,1
