,id_distribuidor,fecha_consulta,folio,saldo_vencido_total,pagos_vencidos,creditos_totales,creditos_con_claves_prevencion,creditos_completados_con_atraso,creditos_completados_sin_atraso
0,154610.0,2023-06-07 17:25:26,1166269370,37981,72,10,5,3,7
4,154767.0,2023-06-07 21:38:05,1166502669,9573,36,2,2,2,0
6,154772.0,2023-06-07 22:41:56,1166549975,2253,73,37,23,5,32
7,154771.0,2023-06-07 22:52:35,1166557426,0,5,39,27,0,39
8,122546.0,2023-06-07 23:08:09,1166568805,51870,33,29,22,3,26
10,154792.0,2023-06-08 14:53:23,1166872944,16269,55,21,14,2,19
18,154806.0,2023-06-08 15:38:51,1166897001,9967,13,5,2,3,2
19,154810.0,2023-06-08 16:30:37,1166932901,32742,85,95,57,7,88
20,154811.0,2023-06-08 16:54:51,1166950138,0,0,3,2,0,3
27,154827.0,2023-06-08 18:27:18,1167022271,9384,24,42,1,1,41
29,154840.0,2023-06-08 19:45:33,1167083233,2002,2,16,5,1,15
30,154844.0,2023-06-08 20:45:28,1167128091,620,1,2,1,1,1
31,154845.0,2023-06-08 20:50:56,1167132165,189302,170,74,39,10,64
37,154859.0,2023-06-08 22:25:09,1167242975,0,0,35,0,0,35
43,154876.0,2023-06-09 15:01:07,1167568067,1720,10,5,2,2,3
44,154878.0,2023-06-09 15:07:55,1167571353,1413,44,8,4,3,5
45,154879.0,2023-06-09 15:15:17,1167575322,0,1,34,25,0,34
47,154892.0,2023-06-09 16:02:48,1167605043,0,0,32,0,0,32
48,154896.0,2023-06-09 16:32:22,1167625524,4340,190,28,20,1,27
49,154897.0,2023-06-09 16:50:59,1167638874,1127,351,40,17,6,34
50,154899.0,2023-06-09 17:39:35,1167675984,0,11,23,21,0,23
51,154900.0,2023-06-09 17:40:55,1167676992,0,44,27,19,0,27
52,154902.0,2023-06-09 17:41:59,1167677843,21024,32,43,36,1,42
53,154905.0,2023-06-09 17:43:08,1167678727,0,5,33,29,0,33
54,154906.0,2023-06-09 17:44:58,1167680183,4529,27,57,44,4,53
55,154927.0,2023-06-09 18:33:45,1167719533,5427,11,1,0,1,0
57,154932.0,2023-06-09 19:00:56,1167742774,3978,13,10,8,1,9
60,24321.0,2023-06-12 18:57:16,1169268233,5430,6,4,2,1,3
67,123173.0,2023-06-12 21:08:19,1169362431,45454,36,8,4,2,6
68,123158.0,2023-06-12 21:11:10,1169364410,202224,129,52,33,8,44
72,155094.0,2023-06-12 21:44:31,1169387646,54765,195,70,19,11,59
77,155114.0,2023-06-12 23:17:02,1169448198,4915,9,8,5,1,7
87,155387.0,2023-06-15 19:11:17,1171479277,87967,73,7,4,3,4
88,155388.0,2023-06-15 19:12:14,1171480023,96682,123,16,12,6,10
89,155389.0,2023-06-15 19:13:05,1171480703,2833,57,33,6,2,31
90,155390.0,2023-06-15 19:13:46,1171481243,5589,31,32,25,3,29
91,155394.0,2023-06-15 19:14:18,1171481663,51046,64,45,25,5,40
92,155395.0,2023-06-15 19:16:11,1171483221,51941,118,12,6,7,5
93,155398.0,2023-06-15 19:19:25,1171485948,47678,83,14,4,9,5
94,155399.0,2023-06-15 19:23:00,1171488665,9177,10,9,6,2,7
96,155403.0,2023-06-15 19:45:26,1171506034,20855,99,4,0,1,3
97,155404.0,2023-06-15 19:47:00,1171507065,6835,28,9,4,3,6
98,155407.0,2023-06-15 19:58:06,1171515493,0,0,1,0,0,1
99,155409.0,2023-06-15 20:06:50,1171521966,8363,52,14,4,3,11
100,155410.0,2023-06-15 20:08:00,1171522849,68980,133,19,8,6,13
101,155408.0,2023-06-15 20:20:28,1171532149,36395,25,22,20,2,20
105,155415.0,2023-06-15 20:32:30,1171540967,0,0,36,2,0,36
113,155433.0,2023-06-15 22:25:46,1171621419,2842,14,8,6,1,7
115,155452.0,2023-06-16 14:46:31,1172207263,0,8,7,1,0,7
119,75457.0,2023-06-16 15:49:43,1172263207,112432,99,142,94,8,134
121,116.0,2023-06-16 16:19:05,1172294613,5250,20,107,20,1,106
125,133918.0,2023-06-16 17:06:55,1172349382,0,109,22,3,0,22
129,143637.0,2023-06-16 17:17:52,1172361744,19101,277,78,35,23,55
130,143838.0,2023-06-16 17:20:09,1172364937,19558,13,26,9,2,24
131,143639.0,2023-06-16 17:20:58,1172366519,0,156,41,10,0,41
132,143638.0,2023-06-16 17:21:14,1172367057,609,96,48,13,1,47
136,155487.0,2023-06-16 17:40:18,1172402717,2162,4,10,9,1,9
137,155488.0,2023-06-16 17:53:17,1172426740,5493,24,6,4,1,5
138,120188.0,2023-06-16 17:57:35,1172434918,134470,233,35,15,8,27
141,155539.0,2023-06-16 22:23:11,1172874582,30813,110,41,15,9,32
142,111622.0,2023-06-16 22:46:58,1172922916,112734,67,81,58,5,76
145,155484.0,2023-06-16 22:47:57,1172925088,6552,35,38,17,2,36
148,155495.0,2023-06-16 22:49:03,1172927302,26007,118,87,34,8,79
149,155504.0,2023-06-16 22:49:13,1172927671,140834,238,120,43,12,108
151,155513.0,2023-06-16 22:49:37,1172928571,20382,67,76,31,5,71
154,155519.0,2023-06-16 22:50:05,1172929519,70854,71,58,20,4,54
155,111617.0,2023-06-16 22:51:40,1172932821,8677,15,55,48,2,53
164,101349.0,2023-06-16 23:14:23,1172972910,47123,56,31,19,4,27
176,125069.0,2023-06-16 23:17:27,1172979403,9231,85,29,13,6,23
181,155555.0,2023-06-17 15:13:56,1173758049,34354,148,54,19,11,43
183,155558.0,2023-06-17 16:45:12,1173828188,172410,118,61,47,9,52
201,155569.0,2023-06-17 17:48:48,1173883638,101973,530,93,42,9,84
205,59982.0,2023-06-19 15:18:10,1174969554,23962,179,13,5,3,10
208,155603.0,2023-06-19 15:48:09,1174988052,0,0,6,2,0,6
210,105814.0,2023-06-19 15:53:45,1174991464,62857,173,61,53,7,54
211,155607.0,2023-06-19 15:54:46,1174992097,6823,72,30,17,3,27
214,105401.0,2023-06-19 16:40:40,1175024854,2027,22,111,74,1,110
215,120973.0,2023-06-19 16:41:13,1175025325,16846,305,33,12,4,29
216,120893.0,2023-06-19 16:41:36,1175025641,40507,22,48,21,1,47
218,132704.0,2023-06-19 16:41:52,1175025846,11440,63,19,10,3,16
220,145067.0,2023-06-19 16:42:13,1175026169,7705,129,7,5,2,5
221,145099.0,2023-06-19 16:42:28,1175026375,0,0,12,11,0,12
223,155615.0,2023-06-19 16:49:13,1175031532,13880,11,11,4,5,6
225,154960.0,2023-06-19 17:12:16,1175049339,85212,81,57,25,4,53
227,155619.0,2023-06-19 17:31:27,1175063847,35604,149,76,59,6,70
232,155621.0,2023-06-19 17:47:42,1175075913,3541,277,92,62,5,87
234,155641.0,2023-06-19 19:21:05,1175147588,2730,8,8,6,1,7
239,155646.0,2023-06-19 19:32:13,1175156251,16522,92,5,3,3,2
245,135020.0,2023-06-19 20:20:11,1175192371,0,1,17,11,0,17
246,135039.0,2023-06-19 20:21:06,1175193026,17912,85,107,57,3,104
247,155668.0,2023-06-19 20:39:15,1175206597,5929,14,11,5,3,8
250,114566.0,2023-06-19 22:23:09,1175280956,30511,173,62,18,12,50
252,114564.0,2023-06-19 22:23:40,1175281350,0,3,51,7,0,51
253,114568.0,2023-06-19 22:24:00,1175281635,873,252,28,7,3,25
255,115084.0,2023-06-19 22:24:27,1175281957,2354,58,22,9,5,17
256,136857.0,2023-06-19 22:24:49,1175282162,2652,13,18,11,1,17
257,146052.0,2023-06-19 22:25:07,1175282398,18122,26,16,8,3,13
258,146323.0,2023-06-19 22:25:24,1175282641,25068,32,16,3,2,14
259,122987.0,2023-06-19 23:51:15,1175341078,74511,150,85,11,9,76
271,134575.0,2023-06-19 23:54:32,1175343507,19250,115,45,17,5,40
276,122909.0,2023-06-19 23:55:17,1175344011,19693,54,28,3,6,22
289,74111.0,2023-06-20 14:46:33,1175761337,20450,56,99,46,2,97
291,155763.0,2023-06-20 17:00:14,1175845693,34701,28,28,10,1,27
292,155762.0,2023-06-20 17:03:05,1175847695,84862,15,15,12,2,13
295,155783.0,2023-06-20 19:22:30,1175977789,25804,159,61,24,2,59
298,155767.0,2023-06-20 19:27:24,1175984426,48050,34,25,9,4,21
299,155779.0,2023-06-20 19:28:27,1175985827,127401,277,97,52,16,81
300,155780.0,2023-06-20 19:30:19,1175988400,116753,61,67,26,3,64
301,123364.0,2023-06-20 20:52:17,1176102507,1556,1,4,3,1,3
307,155805.0,2023-06-20 21:56:21,1176160641,100731,163,61,21,10,51
309,155755.0,2023-06-21 14:46:58,1176529550,34701,3,6,3,1,5
314,114445.0,2023-06-21 18:35:07,1176693211,6654,32,33,16,2,31
315,125015.0,2023-06-21 18:35:52,1176693776,21872,10,9,4,1,8
316,114442.0,2023-06-21 18:36:19,1176694130,3075,34,12,3,1,11
317,145846.0,2023-06-21 18:37:09,1176694786,3987,25,12,8,2,10
318,145842.0,2023-06-21 18:37:38,1176695121,0,0,11,9,0,11
319,114443.0,2023-06-21 18:38:11,1176695588,8677,12,9,4,1,8
320,145845.0,2023-06-21 18:38:43,1176695973,8968,156,10,3,2,8
328,147270.0,2023-06-21 19:41:32,1176742544,3064,28,14,7,1,13
331,155889.0,2023-06-21 20:35:23,1176779274,20360,421,73,15,6,67
333,155867.0,2023-06-21 20:39:32,1176782187,0,12,6,4,0,6
336,147095.0,2023-06-21 21:47:34,1176832818,19881,35,19,13,4,15
337,145181.0,2023-06-21 22:29:40,1176864233,1478,16,18,12,2,16
342,121665.0,2023-06-21 23:08:43,1176890293,33819,106,74,54,2,72
343,145177.0,2023-06-21 23:09:22,1176890726,6837,5,28,10,1,27
344,145176.0,2023-06-21 23:10:00,1176891149,50712,109,24,16,4,20
345,121663.0,2023-06-21 23:10:38,1176891521,31306,118,89,67,7,82
346,145647.0,2023-06-21 23:11:11,1176891880,4790,11,21,12,2,19
347,145179.0,2023-06-21 23:11:32,1176892104,0,0,5,3,0,5
349,75542.0,2023-06-22 14:33:07,1177101537,13054,99,62,4,2,60
352,155925.0,2023-06-22 15:00:30,1177111240,0,0,19,8,0,19
353,98597.0,2023-06-22 15:11:12,1177115923,0,2,6,0,0,6
354,122863.0,2023-06-22 15:48:01,1177141455,14516,232,21,8,4,17
355,85209.0,2023-06-22 15:54:54,1177148919,33254,27,10,1,3,7
358,33382.0,2023-06-22 16:14:00,1177172043,48116,118,131,63,7,124
361,155959.0,2023-06-22 16:43:36,1177208099,32840,181,47,31,8,39
366,155966.0,2023-06-22 17:18:37,1177250893,71195,185,79,49,9,70
367,155968.0,2023-06-22 17:53:02,1177292824,38971,76,22,10,5,17
372,155983.0,2023-06-22 18:42:57,1177351496,57505,100,57,28,6,51
374,155985.0,2023-06-22 18:57:48,1177370032,72450,115,30,15,7,23
406,143960.0,2023-06-22 22:27:38,1177569638,76074,99,31,12,7,24
409,156030.0,2023-06-22 22:45:02,1177588489,53575,111,62,42,5,57
418,156047.0,2023-06-23 15:01:19,1177911542,0,5,8,6,0,8
419,156050.0,2023-06-23 15:02:55,1177912113,35692,170,84,41,7,77
422,156053.0,2023-06-23 15:20:40,1177919944,6061,16,10,4,3,7
425,156038.0,2023-06-23 16:05:14,1177942817,0,23,16,12,0,16
426,156049.0,2023-06-23 16:06:13,1177943309,13957,119,24,16,3,21
427,156067.0,2023-06-23 16:29:01,1177956608,0,0,8,4,0,8
429,156048.0,2023-06-23 16:46:13,1177967385,25968,69,24,17,3,21
431,143347.0,2023-06-23 17:10:01,1177983496,6341,38,43,25,2,41
433,142683.0,2023-06-23 17:10:49,1177984036,14713,124,15,8,4,11
434,140991.0,2023-06-23 17:11:08,1177984232,7537,46,24,18,2,22
435,144021.0,2023-06-23 17:32:42,1177998812,186992,52,27,20,4,23
436,144098.0,2023-06-23 17:33:03,1177999064,35574,61,14,6,3,11
437,123021.0,2023-06-23 17:54:08,1178013517,0,0,13,7,0,13
440,123028.0,2023-06-23 17:58:51,1178016732,18365,39,24,12,1,23
443,156092.0,2023-06-23 19:11:59,1178065767,82466,151,104,36,7,97
447,156108.0,2023-06-23 21:23:26,1178146862,15083,55,25,7,2,23
449,156114.0,2023-06-23 22:16:06,1178243096,5931,27,3,1,2,1
458,156111.0,2023-06-23 22:26:43,1178259483,127932,228,44,32,8,36
459,151817.0,2023-06-23 22:28:43,1178262607,6024,225,15,4,3,12
465,156145.0,2023-06-24 16:05:37,1179831379,7754,34,9,3,1,8
466,123164.0,2023-06-24 16:05:51,1179831470,5644,48,191,25,2,189
469,156128.0,2023-06-24 16:13:56,1179834568,9933,8,18,8,2,16
470,156129.0,2023-06-24 16:19:17,1179836679,18263,20,55,12,4,51
472,156130.0,2023-06-24 16:22:44,1179838048,22340,263,22,11,6,16
473,156147.0,2023-06-24 16:23:48,1179838494,12245,12,10,7,3,7
474,156138.0,2023-06-24 16:24:59,1179839004,40351,44,30,19,6,24
476,156140.0,2023-06-24 16:31:16,1179841652,5176,13,7,2,2,5
478,156149.0,2023-06-24 17:49:18,1179880011,17770,40,23,16,1,22
479,156152.0,2023-06-24 17:50:51,1179880780,11377,77,16,12,3,13
480,156156.0,2023-06-24 17:52:17,1179881490,19885,232,19,11,3,16
481,154946.0,2023-06-24 18:17:26,1179894778,18597,28,19,12,2,17
490,156151.0,2023-06-24 18:54:12,1179914132,3960,15,3,3,2,1
491,156159.0,2023-06-24 18:56:05,1179915111,235364,124,38,20,12,26
492,156160.0,2023-06-24 19:01:04,1179917865,72593,36,18,15,4,14
493,156161.0,2023-06-24 19:07:21,1179921418,72130,13,28,4,4,24
494,156117.0,2023-06-24 19:18:47,1179927522,0,1,7,5,0,7
495,146231.0,2023-06-26 14:53:03,1180535673,12215,26,15,10,1,14
497,146273.0,2023-06-26 14:53:30,1180535863,27698,195,34,24,7,27
498,146386.0,2023-06-26 14:54:16,1180536241,21868,33,43,31,2,41
499,146384.0,2023-06-26 14:54:52,1180536487,6417,25,7,2,1,6
502,146677.0,2023-06-26 14:55:59,1180536903,14767,254,144,90,4,140
504,146675.0,2023-06-26 14:56:33,1180537092,4570,129,88,59,1,87
505,156202.0,2023-06-26 14:58:39,1180537919,39353,57,63,38,4,59
508,156205.0,2023-06-26 15:42:41,1180559256,2169,20,5,0,2,3
512,133088.0,2023-06-26 15:49:26,1180562919,2559,22,24,18,3,21
513,134559.0,2023-06-26 15:49:55,1180563157,13708,116,7,4,4,3
514,134558.0,2023-06-26 15:51:05,1180563823,41254,27,29,20,2,27
516,133897.0,2023-06-26 15:51:26,1180564032,582,5,3,0,1,2
517,144578.0,2023-06-26 15:53:40,1180565161,3101,77,84,33,3,81
518,156207.0,2023-06-26 16:09:46,1180574489,25861,65,29,24,4,25
520,133086.0,2023-06-26 16:17:30,1180579589,11263,54,55,32,5,50
523,133085.0,2023-06-26 16:17:56,1180579859,7195,43,37,25,2,35
530,156210.0,2023-06-26 16:53:08,1180603769,94504,249,42,26,6,36
533,156213.0,2023-06-26 16:54:09,1180604520,697,24,30,24,2,28
534,156216.0,2023-06-26 16:55:17,1180605259,116926,268,65,49,8,57
535,156219.0,2023-06-26 16:56:33,1180606100,2312,163,21,7,2,19
537,156222.0,2023-06-26 17:00:15,1180608609,28741,189,24,11,9,15
538,123029.0,2023-06-26 17:00:47,1180609007,4419,35,24,17,2,22
547,136251.0,2023-06-26 17:54:29,1180650621,26908,50,86,64,2,84
548,136427.0,2023-06-26 17:56:23,1180652040,14154,61,39,25,3,36
550,156247.0,2023-06-26 18:06:11,1180659702,167560,284,107,35,14,93
552,135968.0,2023-06-26 18:07:53,1180661112,3253,21,22,15,1,21
553,146551.0,2023-06-26 18:09:04,1180662126,28495,59,19,15,3,16
555,146400.0,2023-06-26 18:09:34,1180662545,1853,9,15,10,1,14
557,145850.0,2023-06-26 19:04:10,1180705423,17895,34,19,8,4,15
558,145701.0,2023-06-26 19:06:34,1180707300,11012,18,11,3,3,8
559,145708.0,2023-06-26 19:07:01,1180707618,11875,52,12,4,4,8
560,140340.0,2023-06-26 19:07:32,1180707999,10058,92,19,7,4,15
561,146747.0,2023-06-26 19:08:24,1180708685,6467,40,64,19,1,63
562,146210.0,2023-06-26 19:08:56,1180709067,13789,9,6,5,3,3
563,146845.0,2023-06-26 19:27:49,1180723757,17316,58,15,4,5,10
565,145944.0,2023-06-26 19:28:18,1180724143,12176,17,30,11,2,28
566,145922.0,2023-06-26 19:28:54,1180724576,2904,8,13,7,1,12
568,146051.0,2023-06-26 19:33:14,1180727832,0,0,1,0,0,1
569,145933.0,2023-06-26 19:34:56,1180729076,50212,47,37,22,6,31
571,156260.0,2023-06-26 19:50:49,1180740908,0,0,5,1,0,5
573,146390.0,2023-06-26 21:17:55,1180804189,0,0,1,0,0,1
575,95715.0,2023-06-26 22:16:26,1180845066,33644,39,48,23,1,47
576,95711.0,2023-06-26 22:32:46,1180865955,3000,248,79,34,1,78
577,95714.0,2023-06-26 22:34:08,1180867705,87751,50,45,22,2,43
579,156284.0,2023-06-26 22:54:06,1180895784,20514,183,93,60,4,89
582,156285.0,2023-06-26 23:14:17,1180911871,5038,17,63,44,4,59
583,72316.0,2023-06-27 14:32:41,1181134162,2376,14,77,33,1,76
596,156313.0,2023-06-27 15:36:04,1181161345,0,219,14,1,0,14
603,144318.0,2023-06-27 17:37:18,1181250877,16934,20,7,5,1,6
606,121900.0,2023-06-27 17:38:55,1181252164,0,4,69,37,0,69
607,121898.0,2023-06-27 17:44:30,1181259157,152211,192,104,59,5,99
608,122171.0,2023-06-27 17:45:04,1181260080,5348,63,40,16,2,38
609,121896.0,2023-06-27 17:46:27,1181262192,20857,19,113,68,2,111
614,156357.0,2023-06-27 18:22:15,1181316316,19329,15,15,5,2,13
617,95704.0,2023-06-27 18:34:14,1181332001,3895,52,54,19,2,52
618,156364.0,2023-06-27 18:45:56,1181346950,37961,107,20,13,2,18
622,95719.0,2023-06-27 19:14:47,1181383177,2723,49,39,26,1,38
627,156387.0,2023-06-27 19:36:08,1181408866,3851,24,2,0,1,1
639,156365.0,2023-06-27 20:08:00,1181438772,3426,19,31,16,1,30
640,156366.0,2023-06-27 20:10:48,1181440919,28940,57,42,13,3,39
650,145969.0,2023-06-27 20:39:04,1181463803,70709,163,119,65,8,111
653,123190.0,2023-06-27 21:46:47,1181521373,419,37,63,39,1,62
654,123186.0,2023-06-27 21:47:15,1181521821,1409,6,29,14,1,28
655,123193.0,2023-06-27 21:47:39,1181522138,14717,39,76,40,2,74
656,134553.0,2023-06-27 21:49:39,1181523792,16679,47,29,10,3,26
657,134695.0,2023-06-27 21:49:50,1181523980,20474,91,72,56,4,68
662,156418.0,2023-06-27 22:23:23,1181552589,39583,161,28,19,6,22
663,156419.0,2023-06-27 22:24:39,1181553676,15631,166,34,13,4,30
666,156422.0,2023-06-27 22:27:35,1181556182,7429,94,25,11,4,21
672,156439.0,2023-06-27 23:19:34,1181606092,3161,183,26,6,3,23
675,156330.0,2023-06-27 23:24:17,1181612590,50355,242,82,28,7,75
677,156332.0,2023-06-27 23:25:06,1181613799,13948,57,25,15,3,22
679,147339.0,2023-06-28 14:50:37,1181946611,22430,69,14,12,2,12
680,156462.0,2023-06-28 14:53:46,1181948432,35327,136,21,11,7,14
681,129690.0,2023-06-28 14:54:09,1181948638,22430,53,41,19,1,40
683,129697.0,2023-06-28 14:58:02,1181950762,19246,160,44,11,3,41
684,129893.0,2023-06-28 15:05:38,1181955038,7388,8,37,16,1,36
686,134932.0,2023-06-28 15:11:52,1181958880,16730,75,19,7,1,18
687,129862.0,2023-06-28 15:16:03,1181961625,6307,51,31,13,2,29
688,123540.0,2023-06-28 15:20:18,1181964496,0,14,116,65,0,116
689,109634.0,2023-06-28 16:14:18,1182005439,2829,23,11,4,2,9
709,122811.0,2023-06-28 19:13:12,1182170512,6754,85,31,23,2,29
723,156603.0,2023-06-28 23:00:14,1182366217,0,0,3,0,0,3
746,146261.0,2023-06-29 14:06:47,1182714508,4021,200,268,15,5,263
748,146260.0,2023-06-29 14:09:12,1182715209,0,0,24,12,0,24
749,145768.0,2023-06-29 14:09:55,1182715395,5969,71,59,47,4,55
750,146263.0,2023-06-29 14:10:39,1182715627,3626,25,11,6,2,9
752,146401.0,2023-06-29 14:12:53,1182716259,10125,104,58,28,7,51
760,146956.0,2023-06-29 15:52:13,1182765055,8068,24,32,14,2,30
761,146909.0,2023-06-29 15:52:49,1182765521,33577,30,44,24,1,43
762,147032.0,2023-06-29 15:53:24,1182765953,0,0,10,5,0,10
763,146988.0,2023-06-29 15:54:07,1182766447,0,2,6,0,0,6
764,146846.0,2023-06-29 15:55:13,1182767319,9132,119,53,20,3,50
765,146652.0,2023-06-29 15:55:43,1182767719,30842,31,23,20,1,22
773,147563.0,2023-06-29 16:39:48,1182802385,65162,215,83,61,9,74
774,147578.0,2023-06-29 16:41:12,1182803587,38383,46,38,28,3,35
775,156616.0,2023-06-29 16:41:22,1182803718,0,0,8,2,0,8
778,147559.0,2023-06-29 16:42:15,1182804414,23078,200,49,25,4,45
780,136777.0,2023-06-29 16:43:39,1182805496,96619,169,176,82,9,167
782,137528.0,2023-06-29 16:44:15,1182806050,19085,19,16,12,2,14
784,147915.0,2023-06-29 16:45:26,1182807013,22057,18,25,7,2,23
785,156721.0,2023-06-29 16:53:57,1182814133,370449,372,69,20,17,52
790,156731.0,2023-06-29 17:09:01,1182826640,0,33,34,22,0,34
792,156736.0,2023-06-29 17:29:30,1182844973,1141,121,34,15,1,33
793,156737.0,2023-06-29 17:31:03,1182846374,2083,43,5,2,1,4
794,156738.0,2023-06-29 17:32:51,1182847957,17689,136,62,36,5,57
801,64153.0,2023-06-29 17:48:26,1182861291,24073,67,49,33,2,47
803,156745.0,2023-06-29 18:07:24,1182877388,2904,16,2,1,1,1
804,156763.0,2023-06-29 18:20:19,1182889150,55050,70,6,3,2,4
805,156764.0,2023-06-29 18:24:43,1182892865,8113,55,77,47,3,74
820,156802.0,2023-06-29 20:21:00,1182994796,2804,38,60,35,1,59
833,156833.0,2023-06-29 21:27:46,1183050996,14656,65,31,19,4,27
834,156837.0,2023-06-29 21:37:11,1183058859,14466,210,59,39,7,52
836,156850.0,2023-06-29 22:10:13,1183085695,19779,78,64,40,5,59
839,156863.0,2023-06-29 22:31:31,1183102493,4951,26,21,6,3,18
841,156871.0,2023-06-29 22:37:46,1183107465,12684,75,27,15,6,21
842,156872.0,2023-06-29 22:39:59,1183109213,205323,61,60,31,4,56
844,156834.0,2023-06-29 22:53:35,1183119764,59170,63,66,49,5,61
847,156881.0,2023-06-29 23:00:43,1183125554,3875,1,2,0,1,1
849,156882.0,2023-06-29 23:06:48,1183131022,62186,98,21,16,1,20
850,156876.0,2023-06-29 23:22:28,1183142906,93634,266,42,29,8,34
851,156878.0,2023-06-29 23:22:33,1183142964,2462,17,31,16,1,30
853,156884.0,2023-06-29 23:57:38,1183169097,4746,28,11,4,4,7
864,156931.0,2023-06-30 16:07:12,1183575921,63175,248,16,13,6,10
867,128625.0,2023-06-30 17:15:04,1183626610,32274,27,64,46,2,62
868,128618.0,2023-06-30 17:16:02,1183627453,3776,200,16,4,5,11
872,128629.0,2023-06-30 17:18:23,1183629484,2799,9,16,12,1,15
873,128626.0,2023-06-30 17:18:45,1183629797,6604,205,62,17,2,60
875,128628.0,2023-06-30 17:19:32,1183630449,14191,275,62,42,4,58
876,156944.0,2023-06-30 17:26:40,1183636436,0,0,5,3,0,5
882,157013.0,2023-06-30 19:55:43,1183766545,148635,85,51,27,7,44
884,115775.0,2023-06-30 19:58:58,1183769483,99340,120,41,34,5,36
887,95165.0,2023-06-30 20:03:53,1183773709,12978,163,62,30,4,58
889,94886.0,2023-06-30 20:15:50,1183784267,4746,42,45,25,1,44
893,157011.0,2023-06-30 20:44:41,1183809928,36600,16,12,5,1,11
898,2174.0,2023-06-30 22:22:06,1183893152,62943,71,19,12,3,16
901,129030.0,2023-06-30 23:09:56,1183928695,68485,131,74,48,7,67
904,157057.0,2023-06-30 23:19:51,1183936477,25957,118,32,27,5,27
905,157058.0,2023-06-30 23:20:00,1183936577,31984,127,29,22,9,20
910,157110.0,2023-07-01 15:00:37,1184309674,42637,530,76,25,6,70
912,157115.0,2023-07-01 15:25:25,1184322473,32472,161,110,48,7,103
921,157132.0,2023-07-01 18:59:01,1184468149,20563,141,12,5,4,8
926,157171.0,2023-07-03 17:30:48,1185471820,36,22,29,0,1,28
928,157177.0,2023-07-03 18:02:38,1185497858,15026,244,23,5,6,17
933,157176.0,2023-07-03 18:14:03,1185507089,718,20,9,0,2,7
938,157188.0,2023-07-03 19:16:25,1185557936,6460,0,14,3,1,13
948,157205.0,2023-07-03 20:27:11,1185616082,858,12,77,33,1,76
962,104226.0,2023-07-04 17:19:06,1186117075,97691,88,41,6,3,38
963,93680.0,2023-07-04 17:22:51,1186120006,0,10,78,54,0,78
964,157178.0,2023-07-04 17:29:16,1186124885,0,18,33,4,0,33
966,157261.0,2023-07-04 17:30:19,1186125604,0,1,16,12,0,16
974,157270.0,2023-07-04 18:14:12,1186160274,3875,64,7,5,3,4
978,157185.0,2023-07-04 18:26:56,1186170284,57213,31,16,9,4,12
982,157189.0,2023-07-04 18:37:27,1186178344,0,0,1,0,0,1
985,157198.0,2023-07-04 18:39:24,1186179934,29420,140,42,29,2,40
986,157204.0,2023-07-04 18:51:40,1186189638,0,1,46,20,0,46
995,157194.0,2023-07-04 19:29:50,1186220127,6872,39,26,10,2,24
1004,157169.0,2023-07-04 19:58:54,1186242652,0,10,24,20,0,24
1005,157201.0,2023-07-04 20:00:41,1186243964,426241,338,67,31,15,52
1013,45740.0,2023-07-04 21:01:44,1186291904,54723,177,109,27,6,103
1014,157308.0,2023-07-04 21:06:43,1186295765,0,6,30,20,0,30
1015,157285.0,2023-07-04 21:07:22,1186296290,6240,53,28,10,2,26
1017,157310.0,2023-07-04 21:17:36,1186304363,0,1,26,18,0,26
1023,157320.0,2023-07-04 22:07:44,1186342701,86703,125,60,27,8,52
1030,157291.0,2023-07-05 15:18:07,1186680363,884,15,99,6,1,98
1031,157312.0,2023-07-05 15:19:12,1186680987,14110,9,23,1,2,21
1032,157363.0,2023-07-05 16:28:04,1186723003,55560,30,53,45,3,50
1033,157371.0,2023-07-05 16:47:05,1186737170,3074,105,16,6,1,15
1036,157375.0,2023-07-05 17:07:37,1186752298,73014,37,130,59,6,124
1040,157382.0,2023-07-05 17:19:57,1186761743,12627,86,13,6,4,9
1041,157386.0,2023-07-05 17:44:58,1186781250,390968,377,93,35,17,76
1043,157398.0,2023-07-05 17:46:28,1186782478,2024,39,22,7,5,17
1045,157406.0,2023-07-05 18:19:18,1186808182,21943,48,5,3,1,4
1046,157407.0,2023-07-05 18:26:30,1186813821,79148,166,27,17,6,21
1049,157383.0,2023-07-05 18:28:17,1186815213,14409,27,36,10,2,34
1053,157409.0,2023-07-05 18:39:30,1186824207,59488,67,17,10,10,7
1054,157412.0,2023-07-05 18:49:34,1186832523,28927,217,44,23,4,40
1055,157414.0,2023-07-05 18:59:17,1186840480,53652,75,27,15,5,22
1056,157415.0,2023-07-05 19:02:44,1186843416,24444,83,31,20,5,26
1059,104464.0,2023-07-05 19:02:49,1186843493,6326,80,28,18,5,23
1061,147227.0,2023-07-05 19:05:29,1186845737,43523,82,24,18,6,18
1062,147243.0,2023-07-05 19:06:09,1186846262,16466,9,35,21,2,33
1063,147239.0,2023-07-05 19:06:40,1186846691,34272,78,47,28,6,41
1064,147231.0,2023-07-05 19:07:03,1186847040,26342,184,31,14,12,19
1065,147225.0,2023-07-05 19:11:39,1186850933,26258,159,36,16,3,33
1066,147221.0,2023-07-05 19:11:58,1186851181,61572,206,81,30,6,75
1068,147206.0,2023-07-05 19:12:56,1186851951,12624,6,21,14,3,18
1069,157421.0,2023-07-05 19:31:52,1186867660,4483,44,44,31,3,41
